English;Português;简体中文;繁體中文
<size=80%>a more aggressive user... will have its Ki represented by <style="LYellow">Fire...;<size=80%>um utilizador mais agressivo... terá o seu Ki representado pelo <style="LYellow">Fogo...;<size=80%>更具攻击性的使用者...会展现为<style="LYellow">火焰</style>之气...;<size=80%>更具攻擊性的使用者...會展現為<style="LYellow">火焰</style>之氣...
<size=80%>a user that prioritizes defense... will cast its Ki in <style="LYellow">Earth</style> form;<size=80%>um utilizador que prioriza a defesa... lançará o seu Ki na forma de <style="LYellow">Terra</style>;<size=80%>注重防御的使用者...会转化为<style="LYellow">大地</style>形态...;<size=80%>注重防禦的使用者...會轉化為<style="LYellow">大地</style>形態...
<size=80%>one that uses it for healing purposes... will dominate the power of <style="LYellow">Water...;<size=80%>aquele que o usa para fins de cura... dominará o poder da <style="LYellow">Água...;<size=80%>用于治愈之人...则能驾驭<style="LYellow">流水</style>之力...;<size=80%>用於治癒之人...則能駕馭<style="LYellow">流水</style>之力...
<size=80%>and lastly... a master that uses its Ki to control others... will gain afinity with the <style="LYellow">Air</style> element...;<size=80%>e por último... um mestre que usa o seu Ki para controlar outros... ganhará afinidade com o elemento do <style="LYellow">Ar</style>...;<size=80%>最后...擅长操控他人的大师...会获得<style="LYellow">疾风</style>元素的亲和...;<size=80%>最後...擅長操控他人的大師...會獲得<style="LYellow">疾風</style>元素的親和...
<size=80%>mastering all of the elements... that's something only an avatar could do...;<size=80%>dominar todos os elementos... isso é algo que apenas um avatar poderia fazer...;<size=80%>同时掌握所有元素...那是只有化身才能做到的壮举...;<size=80%>同時掌握所有元素...那是只有化身才能做到的壯舉...
<size=80%>I feel... a strong aura coming from you...;<size=80%>Eu sinto... uma aura forte vinda daqui...;<size=80%>我感受到...你身上强烈的气息...;<size=80%>我感受到...你身上強烈的氣息...
O-<size=80%>Oh... you figured out how to master the element of <style="LYellow">fire</style>?...;O-<size=80%>Oh... descobriste como dominar o elemento do <style="LYellow">fogo</style>?...;哦...<size=80%>你领悟了<style="LYellow">火焰</style>元素的真谛？...;哦...<size=80%>你領悟了<style="LYellow">火焰</style>元素的真諦？...
<size=80%>right... just as I said... a more agressive Ki usage always leads to <style="LYellow">fire...;<size=80%>entendo... como eu disse... um uso mais agressivo do Ki sempre leva ao <style="LYellow">fogo...;<size=80%>没错...正如我所说...好斗之气总会导向<style="LYellow">烈焰</style>...;<size=80%>沒錯...正如我所說...好鬥之氣總會導向<style="LYellow">烈焰</style>...
<size=80%>don't take this the wrong way... but... this one is the easiest element to master...;<size=80%>não leves a mal... mas... este é o elemento mais fácil de dominar...;<size=80%>别误会...但...这是最容易掌握的元素...;<size=80%>別誤會...但...這是最容易掌握的元素...
<size=80%>being consumed by rage and anger... forcing violence until things are the way one wants... even the weak can do that;<size=80%>ser consumido pela raiva e pela fúria... forçar a violência até que as coisas sejam como se quer... até os fracos podem fazer isso;<size=80%>被愤怒吞噬...用暴力达成目的...弱者也能做到...;<size=80%>被憤怒吞噬...用暴力達成目的...弱者也能做到...
<size=80%>the true challenge... restraint... balance... seeing the viability in other options...;<size=80%>o verdadeiro desafio... contenção... equilíbrio... ver a viabilidade em outras opções...;<size=80%>真正的挑战在于...克制...平衡...洞察其他可能性...;<size=80%>真正的挑戰在於...克制...平衡...洞察其他可能性...
<size=80%>mastering <style="LYellow">fire</style>... also includes mastering the one within you...;<size=80%>dominar o <style="LYellow">fogo</style>... também inclui dominar o que está dentro de ti...;<size=80%>掌控<style="LYellow">火焰</style>...更要掌控你内心的那团火...;<size=80%>掌控<style="LYellow">火焰</style>...更要掌控你內心的那團火...
We-Well! <size=80%>that's enough chatting for now... come by when you have something new...;B-Bem! <size=80%>já chega de conversa por agora... volta quando tiveres algo novo...;好-好了！<size=80%>闲聊到此为止...有新发现再来吧...;好-好了！<size=80%>閒聊到此為止...有新發現再來吧...
O-Oh! <size=80%>you attuned yourself to <style="LYellow">water...;O-Oh! <size=80%>Criaste uma ligação com a <style="LYellow">água...;<size=80%>哦！<size=80%>你竟与<style="LYellow">流水</style>共鸣了...;<size=80%>哦！<size=80%>你竟與<style="LYellow">流水</style>共鳴了...
<size=80%>many struggle with this element... healing is not just mending wounds... it's about letting go...;<size=80%>muitos têm dificuldade com este elemento... curar não é apenas remendar feridas... é sobre deixar ir...;<size=80%>许多人困于此道...治愈不仅是疗伤...更是学会放手...;<size=80%>許多人困於此道...治癒不僅是療傷...更是學會放手...
<size=80%><style="LYellow">water</style>... doesn't resist... it flows... it yields... but in that softness... there's strength!;<size=80%><style="LYellow">água</style>... não resiste... ela flui... ela cede... e nessa fraqueza... há força!;<size=80%><style="LYellow">流水</style>...从不抗拒...它流动...让步...却在这柔韧中蕴含力量！;<size=80%><style="LYellow">流水</style>...從不抗拒...它流動...讓步...卻在這柔韌中蘊含力量！
<size=80%>healing is not waiting for the pain to be gone... it's to carry it and accept it... moving forward... step by step;<size=80%>curar não é esperar que a dor desapareça... é carregá-la e aceitá-la... avançando... passo a passo;<size=80%>治愈不是等待痛苦消失...而是承载它...接纳它...继续前行...;<size=80%>治癒不是等待痛苦消失...而是承載它...接納它...繼續前行...
<size=80%>A river doesn't avoid the stones in its path... it shapes them into being one with it...;<size=80%>Um rio não evita as pedras no seu caminho... ele molda-as para se tornarem um só com ele...;<size=80%>河流从不会避开途中的岩石...而是将它们打磨成自己的一部分...;<size=80%>河流從不會避開途中的岩石...而是將它們打磨成自己的一部分...
Well!...<size=80%> that's really all I can say... if you find something else... come by...;Bem!...<size=80%> isso é realmente tudo o que posso dizer... se encontrares mais algo... volta...;好...<size=80%>我能说的就这些了...若有新发现...随时来找我...;好...<size=80%>我能說的就這些了...若有新發現...隨時來找我...
<size=80%>I see you've found the way of the <style="LYellow">air...;<size=80%>Vejo que encontraste o caminho do <style="LYellow">ar...;<size=80%>看来你已领悟<style="LYellow">疾风</style>之道...;<size=80%>看來你已領悟<style="LYellow">疾風</style>之道...
<size=80%><style="LYellow">air</style> is omnipresent... it's part of the environment... part of us... and at the same time... none of those...;<size=80%>O <style="LYellow">ar</style> é omnipresente... é parte do meio... parte de nós... e ao mesmo tempo... parte de nada...;<size=80%><style="LYellow">风</style>无处不在...既是环境的一部分...也是我们的一部分...却又超然物外...;<size=80%><style="LYellow">風</style>無處不在...既是環境的一部分...也是我們的一部分...卻又超然物外...
<size=80%><style="LYellow">air</style> is not bound by anything... it moves where it wills... and in doing so... it decides how everything else moves too...;<size=80%>O <style="LYellow">ar</style> não é limitado por nada... ele vai onde quer... e ao fazer isso... decide como tudo o resto se move também...;<size=80%><style="LYellow">风</style>不受任何束缚...随心而动...正因如此...它能主导万物的轨迹...;<size=80%><style="LYellow">風</style>不受任何束縛...隨心而動...正因如此...它能主導萬物的軌跡...
<size=80%>it's not about overpowering... it's about positioning... strategy... changing how your surroundings behave... for your own benefit...;<size=80%>Não se trata de dominar... trata-se de posicionamento... estratégia... mudar a forma como o ambiente ao nosso redor se comporta... para o próprio benefício...;<size=80%>这不是蛮力压制...而是布局...谋略...让周遭为你所用...;<size=80%>這不是蠻力壓制...而是布局...謀略...讓周遭為你所用...
<size=80%>it's definitely an interesting way of seeing life...;<size=80%>é definitivamente uma maneira interessante de ver a vida...;<size=80%>这确实是种有趣的人生哲学...;<size=80%>這確實是種有趣的人生哲學...
<size=80%>but well... if you find anything else just come by...;<size=80%>mas bem... se encontrares mais algo, volta...;<size=80%>不过...若有新发现随时欢迎再来...;<size=80%>不過...若有新發現隨時歡迎再來...
<size=80%>you finally embraced the <style="LYellow">earth</style> element...;<size=80%>finalmente aceitaste o elemento da <style="LYellow">terra</style>...;<size=80%>你终于领悟了<style="LYellow">大地</style>真谛...;<size=80%>你終於領悟了<style="LYellow">大地</style>真諦...
<size=80%>the<style="LYellow"> earth</style> doesn't rush... it doesn't chase... it endures...;<size=80%>a <style="LYellow">terra</style> não se apressa... ela não persegue... ela perdura...;<size=80%><style="LYellow">大地</style>从不匆忙...从不追逐...它只是坚守...;<size=80%><style="LYellow">大地</style>從不匆忙...從不追逐...它只是堅守...
<size=80%>no matter what happens... the earth stands still... patient and unphased...;<size=80%>não importa o que aconteça... a terra permanece imóvel... paciente e imperturbável...;<size=80%>无论发生什么...大地始终如一...沉稳而从容...;<size=80%>無論發生什麼事...大地始終如一...沉穩而從容...
<size=80%>this is exactly what mastering it involves... quitting your desires... letting the world come to you... while you build yourself better...;<size=80%>é exatamente isso que a dominar envolve... abandonar desejos... deixar o mundo vir até ti... enquanto te constróis melhor...;<size=80%>这正是掌握它的关键...放下欲望...让世界向你走来...同时让自己变得更强...;<size=80%>這正是掌握它的關鍵...放下欲望...讓世界向你走來...同時讓自己變得更強...
<size=80%>it can be hard in the beggining... but mountains weren't made in a day either...;<size=80%>pode ser difícil no começo... mas as montanhas também não foram feitas em um dia...;<size=80%>起初或许艰难...但高山也不是一日形成的...;<size=80%>起初或許艱難...但高山也不是一日形成的...
<size=80%>hardships were meant to be experienced too... and a solid character will be able to do it easily...;<size=80%>as dificuldades também foram feitas para serem experienciadas... e um caráter sólido será capaz de fazê-lo facilmente...;<size=80%>苦难本就是修行...而坚韧之人终将游刃有余...;<size=80%>苦難本就是修行...而堅韌之人終將游刃有餘...
